village,vowel,n_speakers,geo_x,geo_y,display_x,display_y
broby,øː,3,99.0,510.0,-10.8565776343,-4.46696554587
broby,ɑː,3,99.0,510.0,-8.71142761618,-5.31964898285
broby,ʉ̟ː,3,99.0,510.0,-11.7279091664,-4.668812575775
burseryd,eː,2,84.0,478.0,-13.0284008638,-4.140711046165
burseryd,oː,2,84.0,478.0,-7.47492927707,-4.402099986775
burseryd,uː,2,84.0,478.0,-8.297460546404999,-3.847728831235
burseryd,yː,2,84.0,478.0,-12.395616135575,-3.7864596932075
burseryd,æː,2,84.0,478.0,-11.390311270275,-6.0182370125
burseryd,øː,2,84.0,478.0,-11.0169611201,-4.34299597013
burseryd,ɑː,2,84.0,478.0,-8.13181921447,-5.37870865064
burseryd,ʉ̟ː,2,84.0,478.0,-11.66555153455,-3.86375990143
burtrask,eː,3,222.0,177.0,-12.56511692005,-4.84949429038
burtrask,oː,3,222.0,177.0,-7.31659328762,-4.565815373105
burtrask,uː,3,222.0,177.0,-7.39836148042,-3.63017241379
burtrask,yː,3,222.0,177.0,-12.990268083,-3.86208191126
burtrask,æː,3,222.0,177.0,-11.5046314885,-6.227484366575
burtrask,øː,3,222.0,177.0,-11.3262151394,-5.28615261686
burtrask,ɑː,3,222.0,177.0,-9.9304044804,-6.54751783703
burtrask,ʉ̟ː,3,222.0,177.0,-11.26433948365,-3.923993788045
dalby,eː,3,82.0,336.0,-13.0104040404,-3.98572761986
dalby,oː,3,82.0,336.0,-7.59972982581,-4.480200708385
dalby,uː,3,82.0,336.0,-7.06697327258,-3.857069252085
dalby,yː,3,82.0,336.0,-12.9091094148,-3.76603256213
dalby,æː,2,82.0,336.0,-12.069240189550001,-6.0880842772224995
dalby,øː,3,82.0,336.0,-11.2619325342,-4.81447712418
dalby,ɑː,3,82.0,336.0,-8.54241299685,-5.547009015095
dalby,ʉ̟ː,3,82.0,336.0,-11.1774761411,-3.8858433005800004
dragsfjard,eː,3,272.0,350.0,-12.65948339915,-4.966767368519999
dragsfjard,oː,3,272.0,350.0,-7.59308677098,-4.97115977291
dragsfjard,uː,3,272.0,350.0,-6.28471841705,-3.85251387111
dragsfjard,yː,3,272.0,350.0,-12.45764937815,-3.6642396233100003
dragsfjard,æː,3,272.0,350.0,-12.8407161125,-5.0657892612
dragsfjard,øː,3,272.0,350.0,-11.4569816643,-4.757306944105
dragsfjard,ɑː,3,272.0,350.0,-9.10196796339,-6.0537181401849995
dragsfjard,ʉ̟ː,3,272.0,350.0,-9.424313920865,-3.7467238422
faro,eː,3,208.0,445.0,-12.148038511,-4.984091614584999
faro,oː,3,208.0,445.0,-7.1995352215,-4.30275198662
faro,uː,3,208.0,445.0,-7.93877835951,-4.91918699187
faro,yː,3,208.0,445.0,-12.203493169,-3.86686185115
faro,æː,3,208.0,445.0,-13.0997199384,-4.597429503485
faro,øː,3,208.0,445.0,-10.5753624211,-5.180782124885001
faro,ɑː,3,208.0,445.0,-8.084812740875,-5.67156409335
faro,ʉ̟ː,3,208.0,445.0,-10.5094117647,-4.28435328589
floby,eː,3,85.0,439.0,-14.1707278033,-4.17331089609
floby,oː,3,85.0,439.0,-7.26856729378,-4.03292125318
floby,uː,3,85.0,439.0,-6.7528326806150005,-3.48277657267
floby,yː,3,85.0,439.0,-13.7716448465,-3.40337831955
floby,æː,3,85.0,439.0,-12.9969868554,-5.563240914825
floby,øː,3,85.0,439.0,-12.25019896215,-4.389650213975
floby,ɑː,3,85.0,439.0,-7.9066773469200005,-5.1760560365299995
floby,ʉ̟ː,3,85.0,439.0,-11.853584395150001,-3.81412293965
fole,eː,3,196.0,458.0,-12.76639769265,-4.668768711369999
fole,oː,3,196.0,458.0,-6.9893979442,-4.38060334167
fole,uː,2,196.0,458.0,-7.757700662385,-4.810091034505
fole,yː,3,196.0,458.0,-12.73996922015,-3.847088014725
fole,æː,3,196.0,458.0,-12.94473604505,-4.4578731058550005
fole,øː,3,196.0,458.0,-11.2147477064,-4.95386363636
fole,ɑː,3,196.0,458.0,-8.60206127747,-5.91610222145
frandef,eː,4,63.0,423.0,-13.0116506324,-4.2718822945024995
frandef,oː,4,63.0,423.0,-7.0182757767999995,-4.3302579290650005
frandef,uː,4,63.0,423.0,-7.0847487643500004,-3.81412293965
frandef,yː,4,63.0,423.0,-12.6584560107,-3.8971407601225
frandef,æː,4,63.0,423.0,-11.955712672175,-5.70452174811
frandef,øː,4,63.0,423.0,-11.47729065575,-4.6953272702749995
frandef,ɑː,3,63.0,423.0,-8.367058551469999,-5.386160208034999
frandef,ʉ̟ː,4,63.0,423.0,-11.50449101055,-3.8449557579825
frillesas,eː,3,58.0,470.0,-13.565844888400001,-4.81447712418
frillesas,oː,2,58.0,470.0,-6.510982626580001,-4.471553952695
frillesas,uː,3,58.0,470.0,-6.708113319435,-4.03762066319
frillesas,yː,3,58.0,470.0,-12.07387290625,-4.505205465625
frillesas,æː,3,58.0,470.0,-12.6206290616,-6.26186666667
frillesas,øː,3,58.0,470.0,-10.608148866850001,-5.290344679035
frillesas,ɑː,3,58.0,470.0,-7.85839981398,-5.53479668377
frillesas,ʉ̟ː,3,58.0,470.0,-11.4945832245,-4.40792636868
grangarde,eː,1,119.0,354.0,-13.5023999008,-5.57158540286
grangarde,oː,1,119.0,354.0,-6.55491380734,-5.3543177877999995
grangarde,uː,1,119.0,354.0,-6.08833341946,-3.9892277103
grangarde,yː,1,119.0,354.0,-13.8353301551,-4.86212574736
grangarde,æː,1,119.0,354.0,-12.7854956343,-6.43574018127
grangarde,øː,1,119.0,354.0,-11.762036340249999,-5.57566587864
grangarde,ɑː,1,119.0,354.0,-7.48615164521,-6.0661282682949995
grangarde,ʉ̟ː,1,119.0,354.0,-12.0120880848,-5.08232145949
graso,eː,3,189.0,350.0,-12.8709892931,-4.51214581607
graso,oː,3,189.0,350.0,-6.75279223196,-4.08919160559
graso,uː,3,189.0,350.0,-6.73104166667,-3.653117606135
graso,yː,3,189.0,350.0,-12.8852510834,-3.8572897255800003
graso,æː,3,189.0,350.0,-12.866382288250001,-5.473123407645
graso,øː,3,189.0,350.0,-10.8066195524,-5.64072270228
graso,ɑː,3,189.0,350.0,-7.8389961579600005,-5.365491752745
graso,ʉ̟ː,3,189.0,350.0,-11.5194382022,-3.942717562145
hammaro,eː,3,90.0,391.0,-12.6224039279,-4.72643150123
hammaro,oː,3,90.0,391.0,-7.89385584325,-4.70873563218
hammaro,uː,3,90.0,391.0,-7.63287437899,-3.92883028499
hammaro,yː,3,90.0,391.0,-12.6525103734,-4.2751385197800005
hammaro,æː,3,90.0,391.0,-11.5731430171,-6.27706059008
hammaro,øː,3,90.0,391.0,-10.2886368028,-5.42777777778
hammaro,ɑː,3,90.0,391.0,-8.39751759456,-5.7455693535000005
hammaro,ʉ̟ː,3,90.0,391.0,-11.677325898549999,-4.34861435726
hamneda,eː,3,93.0,496.0,-12.88695785565,-4.50306489954
hamneda,oː,3,93.0,496.0,-8.03430555556,-4.92786672085
hamneda,uː,3,93.0,496.0,-8.27191226868,-4.38516666667
hamneda,yː,3,93.0,496.0,-12.67537748055,-3.92384811452
hamneda,æː,3,93.0,496.0,-12.2298395722,-5.75359375
hamneda,øː,3,93.0,496.0,-11.5360033286,-4.9148435976
hamneda,ɑː,3,93.0,496.0,-8.54540668242,-5.67309803922
hamneda,ʉ̟ː,3,93.0,496.0,-11.5957327742,-3.89073711121
haraker,eː,3,149.0,373.0,-11.959735722249999,-5.00538555889
haraker,oː,3,149.0,373.0,-6.97501305336,-4.36199162966
haraker,uː,3,149.0,373.0,-6.517204853825,-3.4748147445099997
haraker,yː,3,149.0,373.0,-12.5060550459,-4.07051667467
haraker,æː,3,149.0,373.0,-10.394941695149999,-6.5545886124349995
haraker,øː,3,149.0,373.0,-10.3177885784,-5.15958199357
haraker,ɑː,3,149.0,373.0,-7.64914438644,-5.427511802165
haraker,ʉ̟ː,3,149.0,373.0,-10.7011088052,-3.94782830429
houtskar,eː,1,245.0,347.0,-12.600682941199999,-5.563067033359999
houtskar,oː,1,245.0,347.0,-7.89374554594,-5.03531195295
houtskar,uː,1,245.0,347.0,-7.066980978109999,-3.649677111955
houtskar,yː,1,245.0,347.0,-13.3340527223,-3.87164179104
houtskar,æː,1,245.0,347.0,-12.10474745545,-6.42449201752
houtskar,øː,1,245.0,347.0,-12.0990255143,-5.1638247452799995
houtskar,ɑː,1,245.0,347.0,-10.0465739883,-6.28471841705
houtskar,ʉ̟ː,1,245.0,347.0,-10.1262950419,-4.412042807700001
husby,eː,1,141.0,348.0,-11.78196468445,-4.9261602529849995
husby,oː,1,141.0,348.0,-7.448934756145,-4.02804229787
husby,uː,1,141.0,348.0,-6.781549719979999,-3.1006259820200004
husby,yː,1,141.0,348.0,-11.81797491035,-3.37342202752
husby,øː,1,141.0,348.0,-10.031501169350001,-4.6998185626449995
husby,ʉ̟ː,1,141.0,348.0,-11.1751706265,-3.56652600387
jamshog,eː,3,108.0,514.0,-13.3515378546,-4.54815550041
jamshog,oː,3,108.0,514.0,-8.56334457181,-5.67309803922
jamshog,uː,3,108.0,514.0,-9.56106904232,-4.0517428088
jamshog,yː,3,108.0,514.0,-11.3771072036,-4.07991550486
jamshog,æː,3,108.0,514.0,-12.1178199999,-5.65692307692
jamshog,øː,3,108.0,514.0,-9.858875,-4.47601659751
jamshog,ɑː,3,108.0,514.0,-10.0315151515,-6.43574018127
jamshog,ʉ̟ː,3,108.0,514.0,-11.08184310245,-3.8524117353
jarnboas,eː,3,117.0,378.0,-13.2270614225,-4.084555503935
jarnboas,oː,3,117.0,378.0,-6.78051875783,-4.16400673401
jarnboas,uː,3,117.0,378.0,-8.4460825289,-4.103171373775
jarnboas,yː,3,117.0,378.0,-11.895216055,-4.10333726955
jarnboas,æː,3,117.0,378.0,-11.1974512055,-5.54298342541
jarnboas,øː,3,117.0,378.0,-10.921866874100001,-5.05722132472
jarnboas,ɑː,3,117.0,378.0,-7.9515530045,-5.44431403648
jarnboas,ʉ̟ː,3,117.0,378.0,-10.83786036715,-4.1960212635800005
jarsnas,eː,3,113.0,452.0,-12.63297855605,-4.1449821426549995
jarsnas,oː,3,113.0,452.0,-7.02102621483,-4.24746331237
jarsnas,uː,3,113.0,452.0,-7.46590461726,-4.02349851758
jarsnas,yː,3,113.0,452.0,-12.1352893674,-4.02349851758
jarsnas,æː,3,113.0,452.0,-11.7238781163,-5.88108695652
jarsnas,øː,3,113.0,452.0,-10.5141434143,-4.91050020333
jarsnas,ɑː,3,113.0,452.0,-8.12257083621,-5.155144644125
jarsnas,ʉ̟ː,3,113.0,452.0,-11.07524317255,-4.270486731565
karna,eː,3,53.0,448.0,-12.90230055865,-4.853855389595
karna,oː,3,53.0,448.0,-7.718354072625,-4.906132057495
karna,uː,3,53.0,448.0,-7.97073170732,-4.54815550041
karna,yː,3,53.0,448.0,-11.646820746700001,-4.21971452561
karna,æː,3,53.0,448.0,-12.1124076571,-5.801577582729999
karna,øː,3,53.0,448.0,-10.6128061529,-5.4484431855
karna,ɑː,3,53.0,448.0,-8.5513900135,-5.55933753943
karna,ʉ̟ː,3,53.0,448.0,-11.8596926454,-4.33029239766
karsta,eː,3,186.0,377.0,-13.1562237762,-4.10798135125
karsta,oː,3,186.0,377.0,-6.62133931912,-4.4260661062699995
karsta,uː,3,186.0,377.0,-7.11603209336,-4.01406779661
karsta,yː,3,186.0,377.0,-13.3436139833,-3.34346573549
karsta,æː,3,186.0,377.0,-12.3379464049,-5.09993688412
karsta,øː,3,186.0,377.0,-11.687487789199999,-4.80570494483
karsta,ɑː,3,186.0,377.0,-7.97710902125,-5.30709286203
karsta,ʉ̟ː,3,186.0,377.0,-11.7520486591,-3.84293766012
korsberga,eː,3,100.0,432.0,-13.4946958637,-4.07991550486
korsberga,oː,3,100.0,432.0,-6.92545119705,-4.407835424125
korsberga,uː,3,100.0,432.0,-6.882573406625,-3.93833333333
korsberga,yː,3,100.0,432.0,-13.0804019091,-3.5467968179750002
korsberga,æː,3,100.0,432.0,-11.68951002985,-6.254002217769999
korsberga,øː,3,100.0,432.0,-11.364397462300001,-4.67325657895
korsberga,ɑː,3,100.0,432.0,-7.6360832085000006,-5.6326129666
korsberga,ʉ̟ː,3,100.0,432.0,-11.3384875327,-3.654250222565
kramfors,eː,5,173.0,248.0,-13.1660494135,-4.64657060519
kramfors,oː,3,173.0,248.0,-7.69223912274,-4.55713931377
kramfors,uː,4,173.0,248.0,-7.1087674757575,-3.86649486318
kramfors,yː,5,173.0,248.0,-13.14439665455,-4.013967852125
kramfors,æː,5,173.0,248.0,-12.0779459459,-5.87664615522
kramfors,øː,5,173.0,248.0,-11.4820275979,-4.96251521298
kramfors,ɑː,4,173.0,248.0,-8.100061904905,-5.57090999171
kramfors,ʉ̟ː,5,173.0,248.0,-11.5318664047,-3.70800687285
kyrkslatt,eː,3,310.0,347.0,-13.134859419049999,-4.966199343655
kyrkslatt,oː,3,310.0,347.0,-7.53308597931,-5.00566801619
kyrkslatt,uː,3,310.0,347.0,-6.1313803681,-3.32342507645
kyrkslatt,yː,3,310.0,347.0,-12.3305441996,-3.58123575796
kyrkslatt,æː,3,310.0,347.0,-13.3212823674,-4.89310541311
kyrkslatt,øː,3,310.0,347.0,-11.79002655985,-4.9061462024899996
kyrkslatt,ɑː,3,310.0,347.0,-9.437758226425,-6.04603773585
kyrkslatt,ʉ̟ː,3,310.0,347.0,-9.172450225165,-3.517287940315
lanna,eː,2,161.0,393.0,-12.413993656999999,-4.47600534465
lanna,oː,2,161.0,393.0,-7.113326960709999,-4.2032090459875
lanna,uː,2,161.0,393.0,-7.6335303390775,-3.928659258515
lanna,yː,2,161.0,393.0,-12.62065883475,-3.8128030907275
lanna,æː,2,161.0,393.0,-10.6840073153,-6.5085020510425
lanna,øː,2,161.0,393.0,-9.903301388025,-5.435783527605
lanna,ɑː,2,161.0,393.0,-8.4321291197475,-5.525867086145
lanna,ʉ̟ː,2,161.0,393.0,-11.270097267925,-4.2008131756400005
leksand,eː,4,120.0,335.0,-12.847488856,-4.6529957573625005
leksand,oː,4,120.0,335.0,-6.8176425084375,-4.3162968422625
leksand,uː,4,120.0,335.0,-7.0291924483275,-4.0688722050275
leksand,yː,3,120.0,335.0,-12.85957619535,-3.5320530036599997
leksand,æː,4,120.0,335.0,-12.345013250225001,-6.0538125316325
leksand,øː,4,120.0,335.0,-11.097774174000001,-5.1938247629275
leksand,ɑː,4,120.0,335.0,-7.9499263748825,-5.547354590295
leksand,ʉ̟ː,3,120.0,335.0,-11.3559431302,-3.4168264694949997
loderup,eː,3,98.0,543.0,-12.0278708977,-6.06160831089
loderup,oː,3,98.0,543.0,-10.6640713224,-5.98351487061
loderup,uː,3,98.0,543.0,-11.5605891313,-5.07435028249
loderup,yː,3,98.0,543.0,-11.3347212742,-5.0142776204
loderup,æː,3,98.0,543.0,-10.958666453149998,-6.375466121135
loderup,øː,3,98.0,543.0,-10.1512093309,-6.077142995245
loderup,ɑː,3,98.0,543.0,-8.25948474777,-6.23131629149
loderup,ʉ̟ː,3,98.0,543.0,-10.49519406235,-4.73526855269
malung,eː,3,96.0,337.0,-13.2892459827,-4.23822147651
malung,oː,3,96.0,337.0,-7.15091372406,-4.26592375367
malung,uː,3,96.0,337.0,-7.908684922885,-3.58123575796
malung,yː,3,96.0,337.0,-13.0638028169,-3.40337831955
malung,æː,3,96.0,337.0,-13.507251388850001,-4.58398706595
malung,øː,3,96.0,337.0,-11.739934383000001,-4.45790697674
malung,ɑː,3,96.0,337.0,-8.02796804446,-5.64882606989
malung,ʉ̟ː,3,96.0,337.0,-11.039648626950001,-3.4132250791
munsala,oː,1,256.0,224.0,-7.20646098004,-4.46696554587
munsala,uː,3,256.0,224.0,-7.84547463567,-4.94520503451
munsala,øː,3,256.0,224.0,-11.6121283586,-4.810091034505
n_rorum,eː,3,84.0,522.0,-12.59377792795,-5.34470119522
n_rorum,oː,2,84.0,522.0,-10.14474155752,-4.88366622991
n_rorum,uː,3,84.0,522.0,-10.4333172497,-4.3165068439350005
n_rorum,yː,3,84.0,522.0,-12.39663434425,-4.735254065705
n_rorum,æː,3,84.0,522.0,-11.735804131,-5.85729967458
n_rorum,øː,3,84.0,522.0,-11.1147474747,-5.3112849162
n_rorum,ɑː,3,84.0,522.0,-8.78745672437,-5.42777777778
n_rorum,ʉ̟ː,3,84.0,522.0,-11.4360451977,-4.43068607069
narpes,eː,3,237.0,258.0,-10.8066195524,-6.49917907567
narpes,oː,3,237.0,258.0,-6.81071507966,-4.29355648536
narpes,uː,3,237.0,258.0,-7.78383667723,-4.416776694125
narpes,yː,3,237.0,258.0,-12.2223210913,-4.69987315709
narpes,æː,3,237.0,258.0,-13.0637618521,-4.691010682
narpes,øː,3,237.0,258.0,-12.3637923729,-4.366158831125
narpes,ɑː,3,237.0,258.0,-9.000242664735001,-5.84521602237
narpes,ʉ̟ː,3,237.0,258.0,-10.3274802672,-4.93653939886
nora,eː,3,160.0,357.0,-11.61828125,-4.85819869707
nora,oː,3,160.0,357.0,-6.96761811243,-3.98571156766
nora,uː,3,160.0,357.0,-8.435511988984999,-3.57144338807
nora,yː,3,160.0,357.0,-10.7425665287,-3.33344978166
nora,æː,3,160.0,357.0,-11.7036893204,-5.71342465753
nora,øː,3,160.0,357.0,-10.9822998544,-5.214608538525001
nora,ɑː,3,160.0,357.0,-8.36400954654,-5.55116370809
nora,ʉ̟ː,3,160.0,357.0,-12.0080075889,-3.64379814745
nysatra,eː,3,228.0,188.0,-12.37667726505,-5.0914516129
nysatra,oː,3,228.0,188.0,-7.08803506209,-4.691010682
nysatra,uː,3,228.0,188.0,-7.38478245236,-3.82376068376
nysatra,yː,3,228.0,188.0,-13.070447461,-4.15469473684
nysatra,æː,3,228.0,188.0,-11.5463369424,-6.4729597369850005
nysatra,øː,3,228.0,188.0,-11.3452724853,-5.15108966626
nysatra,ɑː,3,228.0,188.0,-8.52743243243,-5.877119850790001
nysatra,ʉ̟ː,3,228.0,188.0,-11.7198448324,-3.94782830429
ockelbo,eː,3,156.0,328.0,-12.90648418585,-4.67325657895
ockelbo,oː,3,156.0,328.0,-7.16483084758,-4.3669057548
ockelbo,uː,3,156.0,328.0,-7.021067606075,-4.03292125318
