village,vowel,n_speakers,geo_x,geo_y,display_x,display_y,geo_position,geographic_group
karna,ɑː,3,53.0,448.0,-8.5513900135,-5.55933753943,85.9151349758696,Centre
karna,ʉ̟ː,3,53.0,448.0,-11.8596926454,-4.33029239766,85.9151349758696,Centre
karsta,eː,3,186.0,377.0,-13.1562237762,-4.10798135125,178.59395123967883,North
karsta,oː,3,186.0,377.0,-6.62133931912,-4.4260661062699995,178.59395123967883,North
karsta,uː,3,186.0,377.0,-7.11603209336,-4.01406779661,178.59395123967883,North
karsta,yː,3,186.0,377.0,-13.3436139833,-3.34346573549,178.59395123967883,North
karsta,æː,3,186.0,377.0,-12.3379464049,-5.09993688412,178.59395123967883,North
karsta,øː,3,186.0,377.0,-11.687487789199999,-4.80570494483,178.59395123967883,North
karsta,ɑː,3,186.0,377.0,-7.97710902125,-5.30709286203,178.59395123967883,North
karsta,ʉ̟ː,3,186.0,377.0,-11.7520486591,-3.84293766012,178.59395123967883,North
korsberga,eː,3,100.0,432.0,-13.4946958637,-4.07991550486,109.7097189393582,Centre
korsberga,oː,3,100.0,432.0,-6.92545119705,-4.407835424125,109.7097189393582,Centre
korsberga,uː,3,100.0,432.0,-6.882573406625,-3.93833333333,109.7097189393582,Centre
korsberga,yː,3,100.0,432.0,-13.0804019091,-3.5467968179750002,109.7097189393582,Centre
korsberga,æː,3,100.0,432.0,-11.68951002985,-6.254002217769999,109.7097189393582,Centre
korsberga,øː,3,100.0,432.0,-11.364397462300001,-4.67325657895,109.7097189393582,Centre
korsberga,ɑː,3,100.0,432.0,-7.6360832085000006,-5.6326129666,109.7097189393582,Centre
korsberga,ʉ̟ː,3,100.0,432.0,-11.3384875327,-3.654250222565,109.7097189393582,Centre
kramfors,eː,5,173.0,248.0,-13.1660494135,-4.64657060519,303.4763157810137,North
kramfors,oː,3,173.0,248.0,-7.69223912274,-4.55713931377,303.4763157810137,North
kramfors,uː,4,173.0,248.0,-7.1087674757575,-3.86649486318,303.4763157810137,North
kramfors,yː,5,173.0,248.0,-13.14439665455,-4.013967852125,303.4763157810137,North
kramfors,æː,5,173.0,248.0,-12.0779459459,-5.87664615522,303.4763157810137,North
kramfors,øː,5,173.0,248.0,-11.4820275979,-4.96251521298,303.4763157810137,North
kramfors,ɑː,4,173.0,248.0,-8.100061904905,-5.57090999171,303.4763157810137,North
kramfors,ʉ̟ː,5,173.0,248.0,-11.5318664047,-3.70800687285,303.4763157810137,North
lanna,eː,2,161.0,393.0,-12.413993656999999,-4.47600534465,158.55800815800026,Centre
lanna,oː,2,161.0,393.0,-7.113326960709999,-4.2032090459875,158.55800815800026,Centre
lanna,uː,2,161.0,393.0,-7.6335303390775,-3.928659258515,158.55800815800026,Centre
lanna,yː,2,161.0,393.0,-12.62065883475,-3.8128030907275,158.55800815800026,Centre
lanna,æː,2,161.0,393.0,-10.6840073153,-6.5085020510425,158.55800815800026,Centre
lanna,øː,2,161.0,393.0,-9.903301388025,-5.435783527605,158.55800815800026,Centre
lanna,ɑː,2,161.0,393.0,-8.4321291197475,-5.525867086145,158.55800815800026,Centre
lanna,ʉ̟ː,2,161.0,393.0,-11.270097267925,-4.2008131756400005,158.55800815800026,Centre
leksand,eː,4,120.0,335.0,-12.847488856,-4.6529957573625005,208.70052428052836,North
leksand,oː,4,120.0,335.0,-6.8176425084375,-4.3162968422625,208.70052428052836,North
leksand,uː,4,120.0,335.0,-7.0291924483275,-4.0688722050275,208.70052428052836,North
leksand,yː,3,120.0,335.0,-12.85957619535,-3.5320530036599997,208.70052428052836,North
leksand,æː,4,120.0,335.0,-12.345013250225001,-6.0538125316325,208.70052428052836,North
leksand,øː,4,120.0,335.0,-11.097774174000001,-5.1938247629275,208.70052428052836,North
leksand,ɑː,4,120.0,335.0,-7.9499263748825,-5.547354590295,208.70052428052836,North
leksand,ʉ̟ː,3,120.0,335.0,-11.3559431302,-3.4168264694949997,208.70052428052836,North
loderup,eː,3,98.0,543.0,-12.0278708977,-6.06160831089,0.0,South
loderup,oː,3,98.0,543.0,-10.6640713224,-5.98351487061,0.0,South
loderup,uː,3,98.0,543.0,-11.5605891313,-5.07435028249,0.0,South
loderup,yː,3,98.0,543.0,-11.3347212742,-5.0142776204,0.0,South
loderup,æː,3,98.0,543.0,-10.958666453149998,-6.375466121135,0.0,South
loderup,øː,3,98.0,543.0,-10.1512093309,-6.077142995245,0.0,South
loderup,ɑː,3,98.0,543.0,-8.25948474777,-6.23131629149,0.0,South
loderup,ʉ̟ː,3,98.0,543.0,-10.49519406235,-4.73526855269,0.0,South
malung,eː,3,96.0,337.0,-13.2892459827,-4.23822147651,202.62959374041924,North
malung,oː,3,96.0,337.0,-7.15091372406,-4.26592375367,202.62959374041924,North
malung,uː,3,96.0,337.0,-7.908684922885,-3.58123575796,202.62959374041924,North
